LN1;1;07:04;
LN1;1;07:12;
LN1;1;07:20;
LN1;1;07:28;
LN1;1;07:36;
LN1;1;07:44;
LN1;1;07:52;
LN1;1;08:00;
LN1;1;08:08;
LN1;1;08:16;
LN1;1;08:24;
LN1;1;08:32;
LN1;1;08:40;
LN1;1;08:48;
LN1;1;08:56;
LN1;1;09:04;
LN1;1;09:12;
LN1;1;09:20;
LN1;1;09:28;
LN1;1;09:36;
LN1;1;09:44;
LN1;1;09:52;
LN1;1;10:00;
LN1;1;10:08;
LN1;1;10:16;
LN1;1;10:24;
LN1;1;10:32;
LN1;1;10:40;
LN1;1;10:48;
LN1;1;10:56;
LN1;1;11:04;
LN1;1;11:12;
LN1;1;11:20;
LN1;1;11:28;
LN1;1;11:36;
LN1;1;11:44;
LN1;1;11:52;
LN1;1;12:00;
LN1;1;12:08;
LN1;1;12:16;
LN1;1;12:24;
LN1;1;12:32;
LN1;1;12:40;
LN1;1;12:48;
LN1;1;12:56;
LN1;1;13:04;
LN1;1;13:12;
LN1;1;13:20;
LN1;1;13:28;
LN1;1;13:36;
LN1;1;13:44;
LN1;1;13:52;
LN1;1;14:00;
LN1;1;14:08;
LN1;1;14:16;
LN1;1;14:24;
LN1;1;14:32;
LN1;1;14:40;
LN1;1;14:48;
LN1;1;14:56;
LN1;1;15:04;
LN1;1;15:12;
LN1;1;15:20;
LN1;1;15:28;
LN1;1;15:36;
LN1;1;15:44;
LN1;1;15:52;
LN1;1;16:00;
LN1;1;16:08;
LN1;1;16:16;
LN1;1;16:24;
LN1;1;16:32;
LN1;1;16:40;
LN1;1;16:48;
LN1;1;16:56;
LN1;1;17:04;
LN1;1;17:12;
LN1;1;17:20;
LN1;1;17:28;
LN1;1;17:36;
LN1;1;17:44;
LN1;1;17:52;
LN1;1;18:00;
LN1;1;18:08;
LN1;1;18:16;
LN1;1;18:24;
LN1;1;18:32;
LN1;1;18:40;
LN1;1;18:48;
LN1;1;18:56;
LN1;1;19:04;
LN1;1;19:12;
LN1;1;19:20;
LN1;1;19:28;
LN1;1;19:36;
LN1;1;19:44;
LN1;1;19:52;
LN1;1;20:00;
LN1;1;20:08;
LN1;1;20:16;
LN1;1;20:24;
LN1;1;20:32;
LN1;1;20:40;
LN1;1;20:48;
LN1;1;20:56;
LN1;1;21:04;
LN1;1;21:12;
LN1;1;21:20;
LN1;1;21:28;
LN1;1;21:36;
LN1;1;21:44;
LN1;1;21:52;
LN1;1;22:00;
LN1;2;07:04;
LN1;2;07:12;
LN1;2;07:20;
LN1;2;07:28;
LN1;2;07:36;
LN1;2;07:44;
LN1;2;07:52;
LN1;2;08:00;
LN1;2;08:08;
LN1;2;08:16;
LN1;2;08:24;
LN1;2;08:32;
LN1;2;08:40;
LN1;2;08:48;
LN1;2;08:56;
LN1;2;09:04;
LN1;2;09:12;
LN1;2;09:20;
LN1;2;09:28;
LN1;2;09:36;
LN1;2;09:44;
LN1;2;09:52;
LN1;2;10:00;
LN1;2;10:08;
LN1;2;10:16;
LN1;2;10:24;
LN1;2;10:32;
LN1;2;10:40;
LN1;2;10:48;
LN1;2;10:56;
LN1;2;11:04;
LN1;2;11:12;
LN1;2;11:20;
LN1;2;11:28;
LN1;2;11:36;
LN1;2;11:44;
LN1;2;11:52;
LN1;2;12:00;
LN1;2;12:08;
LN1;2;12:16;
LN1;2;12:24;
LN1;2;12:32;
LN1;2;12:40;
LN1;2;12:48;
LN1;2;12:56;
LN1;2;13:04;
LN1;2;13:12;
LN1;2;13:20;
LN1;2;13:28;
LN1;2;13:36;
LN1;2;13:44;
LN1;2;13:52;
LN1;2;14:00;
LN1;2;14:08;
LN1;2;14:16;
LN1;2;14:24;
LN1;2;14:32;
LN1;2;14:40;
LN1;2;14:48;
LN1;2;14:56;
LN1;2;15:04;
LN1;2;15:12;
LN1;2;15:20;
LN1;2;15:28;
LN1;2;15:36;
LN1;2;15:44;
LN1;2;15:52;
LN1;2;16:00;
LN1;2;16:08;
LN1;2;16:16;
LN1;2;16:24;
LN1;2;16:32;
LN1;2;16:40;
LN1;2;16:48;
LN1;2;16:56;
LN1;2;17:04;
LN1;2;17:12;
LN1;2;17:20;
LN1;2;17:28;
LN1;2;17:36;
LN1;2;17:44;
LN1;2;17:52;
LN1;2;18:00;
LN1;2;18:08;
LN1;2;18:16;
LN1;2;18:24;
LN1;2;18:32;
LN1;2;18:40;
